file_name_list,audio_features,lexical_features,Activation_Mean,Activation_SD,Valence_Mean,Valence_SD,Activation_Annotation,Valence_Annotation,C_Activation_Mean,C_Activation_SD,C_Valence_Mean,C_Valence_SD,C_Activation_Annotation,C_Valence_Annotation,S_Activation,S_Valence
22_DR-100_0085_9_sentence_14,../muse_features/muse_audio_features\22_DR-100_0085_9_sentence_14.npy,../muse_features/muse_lexical_features\22_DR-100_0085_9.npy,2.75,2.31455025,5.125,0.99103121,1;2;3;8;1;3;1;3,6;5;5;3;6;5;6;5,3.125,2.0310096,5.375,0.74402381,2;1;2;7;2;4;5;2,6;5;6;4;6;5;5;6,6,6
22_DR-100_0085_9_sentence_15,../muse_features/muse_audio_features\22_DR-100_0085_9_sentence_15.npy,../muse_features/muse_lexical_features\22_DR-100_0085_9.npy,2.25,0.70710678,5.75,1.28173989,3;2;1;2;2;2;3;3,6;3;7;5;7;6;6;6,3,1.77281052,5.375,1.40788595,2;1;2;6;2;4;5;2,6;5;7;3;7;5;4;6,6,6
22_DR-100_0085_9_sentence_2,../muse_features/muse_audio_features\22_DR-100_0085_9_sentence_2.npy,../muse_features/muse_lexical_features\22_DR-100_0085_9.npy,2.375,1.40788595,5.25,1.03509834,4;4;1;1;2;1;4;2,4;4;5;6;7;5;5;6,2.75,1.66904592,5.25,0.70710678,2;1;1;5;2;4;5;2,5;5;6;4;6;5;6;5,6,6
22_DR-100_0085_9_sentence_3,../muse_features/muse_audio_features\22_DR-100_0085_9_sentence_3.npy,../muse_features/muse_lexical_features\22_DR-100_0085_9.npy,4.625,0.91612538,6.625,0.74402381,5;5;4;6;4;5;3;5,6;7;7;8;7;6;6;6,3.625,1.92260983,6.125,0.99103121,2;1;3;7;3;5;5;3,7;5;8;5;6;6;6;6,6,6
22_DR-100_0085_9_sentence_4,../muse_features/muse_audio_features\22_DR-100_0085_9_sentence_4.npy,../muse_features/muse_lexical_features\22_DR-100_0085_9.npy,3.375,1.30247018,5.75,1.28173989,3;4;6;4;2;3;3;2,6;7;5;8;5;4;5;6,3.125,1.88509189,5.5,0.75592895,2;1;2;6;2;5;5;2,6;5;6;4;6;5;6;6,6,6
22_DR-100_0085_9_sentence_5,../muse_features/muse_audio_features\22_DR-100_0085_9_sentence_5.npy,../muse_features/muse_lexical_features\22_DR-100_0085_9.npy,2.5,1.51185789,5.375,0.91612538,5;3;3;1;2;1;1;4,7;4;5;6;6;5;5;5,3.25,1.83225076,6.25,1.03509834,2;1;3;6;2;5;5;2,7;5;7;5;7;5;7;7,6,6
22_DR-100_0085_9_sentence_6,../muse_features/muse_audio_features\22_DR-100_0085_9_sentence_6.npy,../muse_features/muse_lexical_features\22_DR-100_0085_9.npy,3.75,1.75254916,4.625,1.68501802,4;4;3;7;3;1;5;3,3;6;4;2;7;4;6;5,3,2.07019668,5.875,0.83452296,2;1;2;6;2;4;6;1,6;5;7;5;6;5;7;6,6,6
22_DR-100_0085_9_sentence_7,../muse_features/muse_audio_features\22_DR-100_0085_9_sentence_7.npy,../muse_features/muse_lexical_features\22_DR-100_0085_9.npy,2.375,1.06066017,4.375,0.51754917,3;1;1;2;2;4;3;3,4;5;4;4;4;5;4;5,2.875,1.64208056,5.625,0.91612538,2;1;3;5;2;4;5;1,6;5;7;4;6;5;6;6,6,6
22_DR-100_0085_9_sentence_8,../muse_features/muse_audio_features\22_DR-100_0085_9_sentence_8.npy,../muse_features/muse_lexical_features\22_DR-100_0085_9.npy,4.375,1.30247018,5.125,1.64208056,4;6;4;5;2;4;4;6,4;3;7;7;6;3;5;6,3.75,1.58113883,6.125,1.24642345,3;1;4;6;3;5;5;3,7;5;8;4;6;6;6;7,6,6
22_DR-100_0085_9_sentence_9,../muse_features/muse_audio_features\22_DR-100_0085_9_sentence_9.npy,../muse_features/muse_lexical_features\22_DR-100_0085_9.npy,3,1.30930734,6.125,0.99103121,3;3;2;2;3;3;2;6,7;5;6;6;6;6;5;8,3.5,1.69030851,6.375,1.30247018,2;1;3;6;3;5;5;3,7;5;8;4;7;6;7;7,6,6
23_DR-100_0083_1_sentence_1,../muse_features/muse_audio_features\23_DR-100_0083_1_sentence_1.npy,../muse_features/muse_lexical_features\20_DR-100_0083_1.npy,3.625,1.30247018,6,0.9258201,5;3;3;4;3;3;2;6,6;5;6;5;7;7;5;7,3,0.75592895,5.75,0.70710678,4;4;3;3;3;3;2;2,6;5;6;5;5;6;6;7,6,5
23_DR-100_0083_1_sentence_2,../muse_features/muse_audio_features\23_DR-100_0083_1_sentence_2.npy,../muse_features/muse_lexical_features\20_DR-100_0083_1.npy,3.625,2.19983766,5.375,0.51754917,1;6;4;4;4;1;2;7,5;6;5;5;5;5;6;6,3,0.9258201,5.25,0.46291005,4;4;2;4;3;3;2;2,5;6;5;5;5;6;5;5,6,5
23_DR-100_0083_1_sentence_3,../muse_features/muse_audio_features\23_DR-100_0083_1_sentence_3.npy,../muse_features/muse_lexical_features\20_DR-100_0083_1.npy,2.75,1.28173989,5.375,1.18773494,2;2;5;1;3;4;2;3,5;5;6;5;6;6;3;7,3.25,1.03509834,6,0.53452248,3;4;2;4;3;3;2;5,6;6;6;6;6;6;5;7,6,5
23_DR-100_0083_1_sentence_4,../muse_features/muse_audio_features\23_DR-100_0083_1_sentence_4.npy,../muse_features/muse_lexical_features\20_DR-100_0083_1.npy,3.75,2.31455025,5,0.9258201,5;1;6;2;7;5;3;1,5;5;6;6;5;5;5;3,3.125,1.12599163,5.625,0.51754917,4;4;2;4;3;3;1;4,5;6;5;6;6;6;5;6,6,5
23_DR-100_0083_1_sentence_5,../muse_features/muse_audio_features\23_DR-100_0083_1_sentence_5.npy,../muse_features/muse_lexical_features\20_DR-100_0083_1.npy,4.25,1.75254916,5.125,0.83452296,6;5;6;5;3;3;1;5,5;5;5;4;5;5;5;7,3.625,1.76776695,5.875,0.99103121,4;5;2;4;2;3;2;7,6;6;6;5;5;6;5;8,6,5
23_DR-100_0083_1_sentence_6,../muse_features/muse_audio_features\23_DR-100_0083_1_sentence_6.npy,../muse_features/muse_lexical_features\20_DR-100_0083_1.npy,2.75,1.58113883,5.875,0.99103121,5;2;1;3;3;1;5;2,6;6;8;5;6;5;6;5,3,1.06904497,5.5,0.53452248,3;5;2;3;2;3;2;4,5;5;5;6;6;6;5;6,6,5
23_DR-100_0083_1_sentence_7,../muse_features/muse_audio_features\23_DR-100_0083_1_sentence_7.npy,../muse_features/muse_lexical_features\20_DR-100_0083_1.npy,2.375,2.13390989,5,0.53452248,1;2;1;4;1;1;7;2,5;5;5;4;5;5;5;6,2.375,1.18773494,5.5,0.53452248,1;4;2;4;2;2;1;3,5;5;6;6;6;6;5;5,6,5
23_DR-100_0083_3_sentence_1,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_1.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,3.25,1.58113883,4.5,0.75592895,6;3;1;3;5;3;2;3,4;4;5;4;6;4;4;5,3,1.41421356,4.125,1.24642345,1;3;2;5;2;3;5;3,5;3;4;4;6;5;4;2,5,5
23_DR-100_0083_3_sentence_10,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_10.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,4.625,1.59798981,4.5,1.60356745,5;5;3;2;5;7;6;4,4;4;6;3;6;3;3;7,3.5,1.41421356,4.375,1.06066017,1;4;2;5;3;4;5;4,5;3;4;5;6;4;3;5,5,5
23_DR-100_0083_3_sentence_11,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_11.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,3.75,1.58113883,4.875,1.55264751,5;4;5;1;2;5;3;5,7;4;4;6;6;3;6;3,3,1.60356745,4.25,1.28173989,1;3;1;5;2;3;5;4,5;2;4;5;6;4;3;5,5,5
23_DR-100_0083_3_sentence_12,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_12.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,4.125,1.45773797,4.5,0.9258201,5;4;4;4;5;6;1;4,3;4;4;5;6;5;5;4,2.75,1.58113883,4.125,0.99103121,1;2;1;5;2;3;5;3,5;3;4;4;6;4;3;4,5,5
23_DR-100_0083_3_sentence_2,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_2.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,3.5,1.77281052,5.625,0.74402381,5;2;3;4;5;6;1;2,6;6;6;5;4;6;6;6,3,1.41421356,4.875,0.99103121,2;3;1;5;2;3;5;3,5;5;5;4;6;5;6;3,5,5
23_DR-100_0083_3_sentence_3,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_3.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,3,1.51185789,5.125,0.83452296,2;3;4;1;6;3;3;2,5;5;5;5;7;5;4;5,3.375,1.18773494,5.125,0.64086994,3;3;2;5;2;3;5;4,5;5;5;5;6;5;6;4,5,5
23_DR-100_0083_3_sentence_4,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_4.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,3.25,1.90862703,5.75,1.03509834,5;2;3;1;1;6;3;5,7;6;4;5;5;6;7;6,3.25,1.58113883,5.625,0.91612538,1;3;2;5;2;3;5;5,5;7;6;4;6;6;6;5,5,5
23_DR-100_0083_3_sentence_5,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_5.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,2.875,2.10017006,4.875,0.64086994,4;2;7;1;3;1;1;4,4;5;5;6;5;5;5;4,3,1.60356745,4.625,0.74402381,1;3;1;5;2;3;5;4,5;4;4;4;6;5;4;5,5,5
23_DR-100_0083_3_sentence_6,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_6.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,3.125,1.64208056,4.875,1.35620268,5;3;4;1;4;1;2;5,7;4;6;3;5;6;4;4,3.375,1.50594062,4.75,0.70710678,1;3;3;5;2;3;5;5,5;5;4;5;6;5;4;4,5,5
23_DR-100_0083_3_sentence_7,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_7.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,3.5,1.30930734,4.75,0.88640526,4;4;5;2;2;4;5;2,5;5;4;4;6;6;4;4,3.25,1.58113883,4.25,1.03509834,1;3;2;5;2;3;5;5,5;3;4;4;6;5;3;4,5,5
23_DR-100_0083_3_sentence_8,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_8.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,3.625,1.18773494,4.75,1.16496475,4;4;5;3;4;2;5;2,4;5;6;4;3;4;6;6,3.375,1.50594062,4.625,1.06066017,1;4;2;5;2;4;5;4,5;4;4;5;6;6;3;4,5,5
23_DR-100_0083_3_sentence_9,../muse_features/muse_audio_features\23_DR-100_0083_3_sentence_9.npy,../muse_features/muse_lexical_features\20_DR-100_0083_3.npy,3,1.51185789,4.25,1.38873015,4;5;1;2;3;2;5;2,3;3;5;4;5;7;3;4,3.875,1.55264751,4.125,0.99103121,1;4;3;5;3;4;6;5,5;4;3;4;6;4;3;4,5,5
23_DR-100_0083_5_sentence_1,../muse_features/muse_audio_features\23_DR-100_0083_5_sentence_1.npy,../muse_features/muse_lexical_features\20_DR-100_0083_5.npy,3.375,1.30247018,4,1.19522861,4;4;1;4;3;4;2;5,4;4;4;6;2;5;3;4,3.625,1.40788595,4.5,0.9258201,4;5;6;3;2;4;2;3,5;4;5;4;5;6;4;3,5,3
23_DR-100_0083_5_sentence_2,../muse_features/muse_audio_features\23_DR-100_0083_5_sentence_2.npy,../muse_features/muse_lexical_features\20_DR-100_0083_5.npy,3.625,1.76776695,5.5,1.30930734,3;3;1;6;4;2;4;6,6;3;5;5;6;5;7;7,3.75,1.48804762,4.75,0.88640526,4;6;5;3;1;4;3;4,4;6;5;4;5;6;4;4,5,3
23_DR-100_0083_5_sentence_3,../muse_features/muse_audio_features\23_DR-100_0083_5_sentence_3.npy,../muse_features/muse_lexical_features\20_DR-100_0083_5.npy,3.125,1.55264751,4,0.9258201,4;5;4;2;2;1;2;5,3;4;3;4;4;4;6;4,3.75,1.03509834,4.625,1.40788595,4;5;5;3;2;4;3;4,2;6;5;4;6;6;4;4,5,3
23_DR-100_0083_5_sentence_4,../muse_features/muse_audio_features\23_DR-100_0083_5_sentence_4.npy,../muse_features/muse_lexical_features\20_DR-100_0083_5.npy,2.125,1.45773797,5.125,0.83452296,1;5;1;2;3;3;1;1,5;4;6;5;6;6;4;5,3.75,1.66904592,4.875,0.83452296,4;6;5;3;2;4;1;5,5;5;4;4;6;6;5;4,5,3
23_DR-100_0083_5_sentence_5,../muse_features/muse_audio_features\23_DR-100_0083_5_sentence_5.npy,../muse_features/muse_lexical_features\20_DR-100_0083_5.npy,2.625,1.68501802,4,1.06904497,6;1;1;2;2;2;3;4,3;6;5;3;4;4;3;4,4.125,1.55264751,4,1.30930734,6;5;6;3;2;3;3;5,2;4;5;4;6;5;3;3,5,3
23_DR-100_0083_5_sentence_6,../muse_features/muse_audio_features\23_DR-100_0083_5_sentence_6.npy,../muse_features/muse_lexical_features\20_DR-100_0083_5.npy,3.125,1.12599163,4.875,0.99103121,4;3;5;1;3;3;3;3,6;5;5;5;5;4;6;3,3.5,1.41421356,5.625,1.59798981,4;5;5;3;1;4;2;4,9;6;5;4;6;5;6;4,5,3
23_DR-100_0083_7_sentence_1,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_1.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,2.875,1.55264751,6.5,1.30930734,1;2;2;5;2;5;4;2,4;6;7;8;8;6;7;6,2.5,1.60356745,6.75,1.48804762,5;2;2;4;1;4;1;1,6;8;7;5;5;9;8;6,5,3
23_DR-100_0083_7_sentence_10,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_10.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,2.625,1.18773494,4.5,1.30930734,3;1;5;2;2;3;3;2,6;4;3;6;6;4;4;3,2.5,1.51185789,6.375,1.50594062,5;2;3;4;1;3;1;1,5;6;7;5;5;8;9;6,5,3
23_DR-100_0083_7_sentence_11,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_11.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,2.875,1.12599163,4.625,1.50594062,3;3;2;2;4;5;2;2,6;3;5;5;6;4;6;2,2.5,1.51185789,5.875,1.55264751,5;2;3;4;1;3;1;1,5;4;6;5;5;7;9;6,5,3
23_DR-100_0083_7_sentence_12,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_12.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,3.375,1.68501802,6.875,0.83452296,3;6;2;4;5;4;1;2,6;6;6;7;8;7;8;7,2.5,1.77281052,6.375,1.30247018,5;1;3;5;1;3;1;1,6;7;7;5;5;9;6;6,5,3
23_DR-100_0083_7_sentence_2,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_2.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,4,1.60356745,5.625,1.06066017,3;3;2;5;7;4;3;5,6;6;6;6;4;4;6;7,2.875,1.80772153,5,1.06904497,5;2;3;6;1;3;1;2,6;6;4;5;5;5;3;6,5,3
23_DR-100_0083_7_sentence_3,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_3.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,4,1.77281052,4,0.53452248,6;5;6;4;5;2;2;2,4;4;4;4;3;4;5;4,2.75,1.66904592,4.5,0.9258201,5;3;3;5;1;3;1;1,5;4;4;5;5;4;3;6,5,3
23_DR-100_0083_7_sentence_4,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_4.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,4.25,1.66904592,6.875,0.83452296,6;3;5;4;4;2;3;7,8;7;8;6;6;6;7;7,2.875,1.64208056,7,1.06904497,5;2;3;5;2;4;1;1,7;7;7;6;6;9;8;6,5,3
23_DR-100_0083_7_sentence_5,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_5.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,3.375,1.40788595,6.625,1.50594062,2;5;3;2;2;5;3;5,6;9;4;7;6;8;7;6,3,1.41421356,7.125,1.45773797,5;3;3;5;2;3;2;1,7;8;7;5;6;9;9;6,5,3
23_DR-100_0083_7_sentence_6,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_6.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,2.5,1.41421356,4.5,1.30930734,5;2;4;1;3;2;2;1,6;7;4;4;4;4;4;3,2.75,1.90862703,3.75,1.98206242,5;2;3;6;1;3;1;1,4;3;4;6;5;1;1;6,5,3
23_DR-100_0083_7_sentence_7,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_7.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,3.375,1.68501802,3.125,0.83452296,2;6;2;2;6;3;3;3,3;4;2;3;3;4;4;2,2.625,1.68501802,3.25,1.98206242,5;2;3;5;1;3;1;1,4;2;2;5;5;1;1;6,5,3
23_DR-100_0083_7_sentence_8,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_8.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,3,1.8516402,6.375,0.91612538,4;2;6;5;1;1;3;2,8;7;7;6;6;5;6;6,2.375,1.59798981,6.75,1.38873015,5;1;3;4;1;3;1;1,7;7;7;5;5;9;8;6,5,3
23_DR-100_0083_7_sentence_9,../muse_features/muse_audio_features\23_DR-100_0083_7_sentence_9.npy,../muse_features/muse_lexical_features\20_DR-100_0083_7.npy,1.875,1.80772153,5,1.06904497,1;1;1;6;1;1;3;1,5;5;3;5;7;5;5;5,2.625,1.84681192,5.625,1.06066017,5;1;3;5;1;4;1;1,5;5;6;5;5;5;8;6,5,3
23_DR-100_0083_9_sentence_1,../muse_features/muse_audio_features\23_DR-100_0083_9_sentence_1.npy,../muse_features/muse_lexical_features\20_DR-100_0083_9.npy,2.75,1.66904592,4.375,0.74402381,6;3;1;2;1;3;4;2,5;3;5;4;4;5;4;5,2.375,1.50594062,4.5,0.53452248,4;3;1;1;1;2;5;2,5;5;5;5;4;4;4;4,5,4
23_DR-100_0083_9_sentence_2,../muse_features/muse_audio_features\23_DR-100_0083_9_sentence_2.npy,../muse_features/muse_lexical_features\20_DR-100_0083_9.npy,3,0.75592895,5.5,0.75592895,4;2;3;3;2;4;3;3,5;5;6;6;5;7;5;5,2.625,1.40788595,5,0,4;3;1;2;1;3;5;2,5;5;5;5;5;5;5;5,5,4
23_DR-100_0083_9_sentence_3,../muse_features/muse_audio_features\23_DR-100_0083_9_sentence_3.npy,../muse_features/muse_lexical_features\20_DR-100_0083_9.npy,2.875,0.99103121,5,0.75592895,3;4;4;3;3;1;2;3,6;4;6;5;5;5;5;4,2.625,1.40788595,5.375,0.51754917,4;3;1;2;1;3;5;2,5;5;5;6;5;6;5;6,5,4
23_DR-100_0083_9_sentence_4,../muse_features/muse_audio_features\23_DR-100_0083_9_sentence_4.npy,../muse_features/muse_lexical_features\20_DR-100_0083_9.npy,4.75,1.28173989,5.5,0.53452248,3;5;3;5;5;7;5;5,6;5;6;5;5;6;5;6,2.5,1.51185789,5,0.53452248,4;3;1;1;1;3;5;2,5;5;5;5;5;4;5;6,5,4
23_DR-100_0083_9_sentence_5,../muse_features/muse_audio_features\23_DR-100_0083_9_sentence_5.npy,../muse_features/muse_lexical_features\20_DR-100_0083_9.npy,2.75,1.98206242,5.25,0.88640526,2;5;1;6;1;2;1;4,6;4;5;7;5;5;5;5,2.625,1.40788595,5.125,0.35355339,4;3;1;2;1;3;5;2,5;5;5;5;5;5;5;6,5,4
23_DR-100_0083_9_sentence_6,../muse_features/muse_audio_features\23_DR-100_0083_9_sentence_6.npy,../muse_features/muse_lexical_features\20_DR-100_0083_9.npy,3.875,1.64208056,5.75,0.88640526,2;4;3;6;6;3;2;5,6;5;5;7;5;7;6;5,2.625,1.40788595,5.75,0.46291005,4;3;1;2;1;3;5;2,6;6;5;6;5;6;6;6,5,4
23_DR-100_0083_9_sentence_7,../muse_features/muse_audio_features\23_DR-100_0083_9_sentence_7.npy,../muse_features/muse_lexical_features\20_DR-100_0083_9.npy,4.25,1.98206242,3.625,1.18773494,4;1;6;3;4;3;7;6,6;4;3;4;3;4;2;3,2.875,1.24642345,4.25,0.70710678,4;3;1;3;2;3;5;2,4;5;5;4;4;4;3;5,5,4
23_DR-100_0083_9_sentence_8,../muse_features/muse_audio_features\23_DR-100_0083_9_sentence_8.npy,../muse_features/muse_lexical_features\20_DR-100_0083_9.npy,3.875,1.80772153,5.375,0.74402381,2;3;6;5;2;2;6;5,6;6;5;4;5;6;5;6,2.5,1.51185789,5.25,0.46291005,4;3;1;1;1;3;5;2,6;5;5;5;5;5;5;6,5,4
24_DR-100_0086_1_sentence_1,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_1.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,2.875,1.35620268,5.75,0.70710678,1;2;2;5;4;4;2;3,6;6;6;4;6;6;6;6,3.625,2.13390989,5.5,0.9258201,2;5;1;4;4;5;1;7,6;6;5;6;5;5;7;4,4,6
24_DR-100_0086_1_sentence_10,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_10.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,3.875,1.45773797,6.25,0.46291005,5;2;3;4;6;2;4;5,7;6;7;6;6;6;6;6,3.875,2.4164614,6.5,1.06904497,3;5;1;3;4;6;1;8,6;7;6;6;5;6;8;8,4,6
24_DR-100_0086_1_sentence_11,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_11.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,2.5,1.06904497,6,1.30930734,2;2;4;4;1;2;3;2,6;9;6;5;6;5;5;6,3.75,2.05287255,6.25,1.03509834,3;5;1;4;4;5;1;7,6;7;5;6;5;6;8;7,4,6
24_DR-100_0086_1_sentence_12,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_12.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,4,2.39045722,5.625,0.74402381,8;1;5;1;6;4;3;4,7;5;5;6;6;5;6;5,3.75,2.05287255,5.75,0.88640526,3;4;2;4;4;4;1;8,6;6;5;5;5;5;7;7,4,6
24_DR-100_0086_1_sentence_13,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_13.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,4,2.26778684,7,1.30930734,5;1;5;5;4;8;2;2,6;9;6;7;8;5;8;7,3.875,2.23207143,6.5,1.19522861,2;5;2;4;4;5;1;8,6;7;6;6;5;6;9;7,4,6
24_DR-100_0086_1_sentence_14,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_14.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,2.25,1.58113883,5.875,0.99103121,1;4;1;1;1;5;3;2,6;4;6;6;6;7;5;7,3.75,2.18762755,6.5,1.19522861,2;5;2;4;4;4;1;8,6;7;6;6;5;6;9;7,4,6
24_DR-100_0086_1_sentence_2,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_2.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,3.125,1.64208056,6,0.75592895,2;2;1;4;6;2;4;4,6;5;7;7;6;6;5;6,3.625,2.06587927,5.75,0.88640526,2;5;1;4;4;6;1;6,7;6;6;5;5;5;7;5,4,6
24_DR-100_0086_1_sentence_3,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_3.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,4.25,1.83225076,4.875,1.24642345,5;6;3;6;3;4;1;6,4;6;4;4;6;4;4;7,4,2,4.375,1.06066017,3;6;2;4;4;5;1;7,6;3;4;4;5;5;3;5,4,6
24_DR-100_0086_1_sentence_4,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_4.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,5,1.8516402,6.875,0.35355339,4;3;8;6;4;3;7;5,7;7;7;6;7;7;7;7,4.25,2.05287255,6.5,1.19522861,2;6;3;4;4;5;2;8,6;7;6;7;5;6;9;6,4,6
24_DR-100_0086_1_sentence_5,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_5.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,3.875,1.45773797,6.5,0.9258201,5;6;4;2;5;4;3;2,8;7;6;6;5;6;7;7,4.25,2.31455025,6.625,1.18773494,3;6;2;4;4;6;1;8,6;7;6;7;5;6;9;7,4,6
24_DR-100_0086_1_sentence_6,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_6.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,4.625,1.76776695,6.125,0.99103121,2;7;6;3;3;6;5;5,6;5;7;5;6;8;6;6,4.5,2.13808994,6.375,1.06066017,3;6;2;5;4;6;2;8,6;7;5;7;5;6;8;7,4,6
24_DR-100_0086_1_sentence_7,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_7.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,5,1.41421356,6.5,0.53452248,4;6;5;4;4;4;5;8,6;7;6;7;6;7;6;7,4.125,2.10017006,6.25,0.70710678,3;6;2;4;4;6;1;7,6;7;6;7;5;6;7;6,4,6
24_DR-100_0086_1_sentence_8,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_8.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,4,2.07019668,6.375,0.91612538,7;2;3;2;4;2;6;6,5;6;8;7;6;6;7;6,4.125,2.23207143,6.5,0.9258201,3;5;1;4;4;6;2;8,6;7;6;7;5;6;8;7,4,6
24_DR-100_0086_1_sentence_9,../muse_features/muse_audio_features\24_DR-100_0086_1_sentence_9.npy,../muse_features/muse_lexical_features\12_DR-100_0086_1.npy,2.625,1.59798981,5,0.75592895,2;1;3;1;4;4;5;1,5;6;5;5;4;4;5;6,4,2.39045722,6,0.75592895,3;5;1;4;4;6;1;8,6;7;5;6;5;6;7;6,4,6
24_DR-100_0086_3_sentence_1,../muse_features/muse_audio_features\24_DR-100_0086_3_sentence_1.npy,../muse_features/muse_lexical_features\12_DR-100_0086_3.npy,2.5,1.30930734,5.25,0.88640526,1;3;1;3;2;5;3;2,5;7;5;4;6;5;5;5,3.375,1.68501802,5.125,0.35355339,2;6;3;1;5;2;4;4,5;5;6;5;5;5;5;5,6,6
24_DR-100_0086_3_sentence_10,../muse_features/muse_audio_features\24_DR-100_0086_3_sentence_10.npy,../muse_features/muse_lexical_features\12_DR-100_0086_3.npy,3.75,1.58113883,4.125,0.83452296,4;1;5;2;3;5;5;5,3;5;3;5;4;5;4;4,3.625,1.68501802,4.375,1.40788595,1;6;3;2;5;3;4;5,4;4;6;5;3;2;5;6,6,6
24_DR-100_0086_3_sentence_11,../muse_features/muse_audio_features\24_DR-100_0086_3_sentence_11.npy,../muse_features/muse_lexical_features\12_DR-100_0086_3.npy,4.25,1.66904592,6.125,0.83452296,6;2;2;6;5;5;3;5,7;6;5;7;6;5;6;7,3.25,1.83225076,5.625,0.74402381,1;6;2;1;5;3;4;4,5;6;6;5;7;6;5;5,6,6
24_DR-100_0086_3_sentence_12,../muse_features/muse_audio_features\24_DR-100_0086_3_sentence_12.npy,../muse_features/muse_lexical_features\12_DR-100_0086_3.npy,3.125,1.55264751,6.125,0.64086994,2;2;6;3;5;2;2;3,6;5;6;6;7;7;6;6,3.125,1.88509189,5.5,0.75592895,1;6;2;1;4;2;4;5,5;7;6;5;6;5;5;5,6,6
